path,relative_path,day,recording_date,source_label,scene,size_bytes,sha256,read_ok,read_error,raw_samples,same_length,finite,dt_median,active_samples,eligible_segments,eligible_samples,vx_min,vx_median,vx_max,abs_c0_max,c0_rms,steer_rms,duplicate_count,duplicate_of,label_conflict,split,exclude_reason
/Users/kai/project/train/data/202677/abnormal/ACC前车切入减速晚/xcp_2026-07-07_18-06-40.MF4,202677/abnormal/ACC前车切入减速晚/xcp_2026-07-07_18-06-40.MF4,202677,2026-07-07,abnormal,ACC前车切入减速晚,6390288,478d23f497fd769391f2a20b5b77f66387608657d6b5e87c497ceeef1bba512d,True,,932,True,True,0.04999321700000081,717,1,697,9.589496612548828,15.721521377563477,19.234779357910156,0.19893962144851685,0.08852118919274078,0.01671173705663532,1,,False,stress_dev,
/Users/kai/project/train/data/202677/abnormal/ACC前车直道切入不减速/xcp_2026-07-07_18-51-20.MF4,202677/abnormal/ACC前车直道切入不减速/xcp_2026-07-07_18-51-20.MF4,202677,2026-07-07,abnormal,ACC前车直道切入不减速,3772800,4266277ce5bdc1f6716935bab36dc87386f99de1ebcd709d674fc0845bb7f355,True,,450,True,True,0.05011384500000027,0,0,0,,,,,,,1,,False,,no_eligible_lcc_segment
"/Users/kai/project/train/data/202677/abnormal/ALC变道侧车道前方条件不满足执行,FP/xcp_2026-07-07_18-24-00.MF4","202677/abnormal/ALC变道侧车道前方条件不满足执行,FP/xcp_2026-07-07_18-24-00.MF4",202677,2026-07-07,abnormal,"ALC变道侧车道前方条件不满足执行,FP",12934232,83d228f0f40ecfdcf4145a6644dde8800285f075f5903afcc3105f77d919e3d8,True,,2137,True,True,0.04999971000000114,1554,3,1268,26.165313720703125,28.129451751708984,29.648677825927734,0.4731863737106323,0.17556252614110002,0.016449857227916996,1,,False,stress_dev,
/Users/kai/project/train/data/202677/abnormal/FCW/xcp_2026-07-07_18-37-48.MF4,202677/abnormal/FCW/xcp_2026-07-07_18-37-48.MF4,202677,2026-07-07,abnormal,FCW,6053608,023740425d3e8491ae6cf75703f548b347ef531c04eb82fe6fafeaaa1b7e87d6,True,,870,True,True,0.049880801000000474,471,1,451,15.611207008361816,18.571500778198242,18.77976417541504,0.10267049074172974,0.055747663208820825,0.010113684352889648,1,,False,stress_dev,
/Users/kai/project/train/data/202677/abnormal/LCC109码大幅度画龙/xcp_2026-07-07_18-44-53.MF4,202677/abnormal/LCC109码大幅度画龙/xcp_2026-07-07_18-44-53.MF4,202677,2026-07-07,abnormal,LCC109码大幅度画龙,11913296,3a84eb7be54db65b1abbb010ad7222d99d61f753bcd91bc2bccd55cb4281d06f,True,,1949,True,True,0.05000338300000173,1612,2,1572,19.18009376525879,29.461841583251953,29.785015106201172,0.5031450986862183,0.19126564835185927,0.019727590149815004,1,,False,stress_dev,
/Users/kai/project/train/data/202677/abnormal/LCC37码左弯往内切，无压线/1/xcp_2026-07-07_18-36-47.MF4,202677/abnormal/LCC37码左弯往内切，无压线/1/xcp_2026-07-07_18-36-47.MF4,202677,2026-07-07,abnormal,LCC37码左弯往内切，无压线/1,3208024,b86af67bf1a0761fe7562a7e1264df777212901941781a74335a58f06762f7fc,True,,346,True,True,0.04981828500000063,346,1,326,8.968127250671387,11.365279197692871,13.930591583251953,0.4344462752342224,0.2840789242231256,0.31684122222846783,1,,False,stress_dev,
/Users/kai/project/train/data/202677/abnormal/LCC37码左弯往内切，无压线/2/xcp_2026-07-07_18-37-10.MF4,202677/abnormal/LCC37码左弯往内切，无压线/2/xcp_2026-07-07_18-37-10.MF4,202677,2026-07-07,abnormal,LCC37码左弯往内切，无压线/2,4951208,a903c9f3a56f41c5f011db056f4ea5aca6c0168837f42acc48b9ff269276fc78,True,,667,True,True,0.05009600850000062,592,1,572,7.514969348907471,11.845320224761963,12.90755844116211,0.3433631658554077,0.20295930353837713,0.2565137233932979,1,,False,stress_dev,
/Users/kai/project/train/data/202677/abnormal/LCC40码弯道向外切/xcp_2026-07-07_18-41-12.MF4,202677/abnormal/LCC40码弯道向外切/xcp_2026-07-07_18-41-12.MF4,202677,2026-07-07,abnormal,LCC40码弯道向外切,6460896,2a4c1f1bc7f0a2fe2d089e449c9f27c6d8d1321c2abab2fd7b672c3cb0c16846,True,,945,True,True,0.05000040450000398,939,1,181,11.857449531555176,12.757050514221191,13.11693000793457,0.9286315441131592,0.26928156399058395,0.05234685795264583,1,,False,stress_dev,
/Users/kai/project/train/data/202677/abnormal/LCC50码左弯偏移/xcp_2026-07-07_18-36-15.MF4,202677/abnormal/LCC50码左弯偏移/xcp_2026-07-07_18-36-15.MF4,202677,2026-07-07,abnormal,LCC50码左弯偏移,4239816,6e53a5a12937625379ed723cd12cf209380f7422ea3c4c3baf6e7dc172d3f9c7,True,,536,True,True,0.05010245800000046,291,0,0,,,,,,,1,,False,,no_eligible_lcc_segment
/Users/kai/project/train/data/202677/abnormal/LCC在入弯时69码冲出车道/xcp_2026-07-07_18-42-52.MF4,202677/abnormal/LCC在入弯时69码冲出车道/xcp_2026-07-07_18-42-52.MF4,202677,2026-07-07,abnormal,LCC在入弯时69码冲出车道,6509760,c18f37951111734310d9835789c31f6c449d6bffa628bfd230435e250041d857,True,,954,True,True,0.05003448400000021,293,1,273,13.97130012512207,21.067569732666016,23.290565490722656,0.3175709843635559,0.16919432150451005,0.026325299134630862,1,,False,stress_dev,
